Symbols,Score,min_ranking,median_ranking
MIR30E,0.918625678119349,1450.0,19589.0
KRTAP12-3,0.918625678119349,168.0,18307.0
AMZ2P1,0.9183673469387755,1562.0,19696.0
C6ORF201,0.9182640144665462,176.0,18308.0
TMEM89,0.9182123482304314,368.0,18499.0
OR2L2,0.9182123482304314,577.0,18708.0
MIR219A1,0.9182123482304314,1506.0,19637.0
MIR548B,0.9181606819943167,1462.0,19592.0
OR5AN1,0.9178506845776285,610.0,18734.0
MIR653,0.9177990183415138,1503.0,19626.0
TRIQK,0.917592353397055,407.0,18526.0
MIR758,0.9175406871609403,1474.0,19592.0
MSANTD2,0.9171790235081374,244.0,18355.0
KRTAP9-1,0.9171273572720228,102.0,18212.0
HIGD2B,0.917075691035908,106.0,18215.0
KRTAP27-1,0.917075691035908,90.0,18199.0
OR5C1,0.917075691035908,270.0,18379.0
S100A7L2,0.9170240247997933,452.0,18560.0
TMEM141,0.9169723585636786,257.0,18364.0
SPDYC,0.9169206923275639,465.0,18571.0
KRTAP1-4,0.9169206923275639,94.0,18200.0
VSTM5,0.9167656936192199,235.0,18338.0
OR4S1,0.9167656936192199,194.0,18297.0
LRRC74B,0.9167140273831051,79.0,18181.0
KRTAP10-4,0.916559028674761,72.0,18171.0
C8ORF31,0.9164040299664169,548.0,18644.0
SPRR2E,0.9163523637303023,28.0,18123.0
CD300LD,0.9163523637303023,523.0,18618.0
KRTAP10-6,0.9159907000774994,100.0,18188.0
C10ORF55,0.9158357013691553,253.0,18338.0
C9ORF139,0.9158357013691553,393.0,18478.0
FAM222B,0.9158357013691553,18.0,18103.0
OR6T1,0.9158357013691553,146.0,18231.0
MIR378A,0.9157840351330405,923.0,19007.0
C11ORF96,0.9157840351330405,343.0,18427.0
KRTAP15-1,0.9157840351330405,132.0,18216.0
POM121B,0.9156290364246965,1413.0,19494.0
OR56A5,0.915525703952467,373.0,18452.0
MIR211,0.9154740377163524,1514.0,19592.0
FRG2B,0.9154740377163524,406.0,18484.0
TMIGD2,0.9154223714802376,221.0,18298.0
HOATZ,0.9153190390080083,606.0,18681.0
TMEM105,0.9152673727718935,304.0,18378.0
CCDC27,0.9151640402996641,102.0,18174.0
OR8J1,0.9150090415913201,146.0,18215.0
KRTAP13-1,0.9150090415913201,71.0,18140.0
OR9A4,0.9149573753552054,571.0,18639.0
KRTAP9-4,0.9146473779385171,78.0,18140.0
KRTAP10-5,0.9146473779385171,87.0,18149.0
MIR342,0.9145957117024025,1531.0,19592.0
C1ORF185,0.9145957117024025,261.0,18322.0
MIR508,0.9145440454662878,1552.0,19612.0
CEBPZOS,0.9144923792301731,197.0,18256.0
CCDC144NL,0.9144923792301731,525.0,18584.0
TMEM81,0.9144407129940584,177.0,18235.0
SPACA7,0.9143890467579436,109.0,18166.0
C11ORF45,0.9141307155773701,262.0,18314.0
MIR302A,0.9141307155773701,1557.0,19609.0
ZNF891,0.9140790493412555,767.0,18818.0
C17ORF77,0.9140790493412555,313.0,18364.0
OR1L4,0.9139757168690261,587.0,18636.0
NPIPB7,0.9139240506329114,566.0,18614.0
ZHX1-C8ORF76,0.9139240506329114,508.0,18556.0
MIR520A,0.9138723843967967,1560.0,19607.0
KRTAP4-1,0.9138723843967967,76.0,18123.0
OR10A2,0.913820718160682,748.0,18794.0
MIR570,0.9137690519245673,1528.0,19573.0
MIR372,0.9137690519245673,1547.0,19592.0
LRRC75B,0.9136140532162232,137.0,18179.0
FAM205A,0.9135107207439938,188.0,18228.0
OR5M8,0.9135107207439938,625.0,18665.0
LCE1B,0.9134590545078791,68.0,18107.0
MIR938,0.9134590545078791,1609.0,19648.0
OR5M9,0.913304055799535,589.0,18625.0
C12ORF56,0.9132523895634203,306.0,18341.0
MIR100,0.9132523895634203,1036.0,19071.0
CENPS-CORT,0.9132007233273056,49.0,18083.0
OR10Z1,0.9130973908550762,65.0,18097.0
PAGE2,0.9130457246189615,246.0,18277.0
CPS1-IT1,0.9129940583828469,1694.0,19724.0
C3ORF36,0.9129423921467321,531.0,18560.0
OR9A2,0.9129423921467321,602.0,18631.0
PCDH9-AS3,0.9127357272022734,1692.0,19717.0
SLC6A1-AS1,0.9126840609661586,1700.0,19724.0
MIR133B,0.9126323947300439,1569.0,19592.0
TERC,0.9125807284939292,17.0,18039.0
ERICH6,0.9125290622578145,218.0,18239.0
GRIK1-AS2,0.9124773960216999,1716.0,19736.0
GSTT1,0.9124257297855851,994.0,19013.0
LCE1F,0.9124257297855851,323.0,18342.0
KRTAP4-5,0.9123223973133557,109.0,18126.0
SMIM7,0.9122190648411264,57.0,18072.0
OR10H2,0.9120640661327822,430.0,18442.0
KRTAP19-2,0.9120640661327822,837.0,18849.0
RMRP,0.9120382330147249,53.0,18064.5
OR2M2,0.9119607336605529,1004.0,19014.0
OR5H2,0.9119090674244381,320.0,18329.0
MIR30B,0.9118057349522087,1585.0,19592.0
TAS2R9,0.9118057349522087,237.0,18244.0
DEFB121,0.9117024024799794,339.0,18344.0
OR10H3,0.9114440712994059,220.0,18220.0
FAM181A-AS1,0.9114440712994059,1716.0,19716.0
MIR520H,0.9114440712994059,1607.0,19607.0
MIR3679,0.9112890725910617,1699.0,19696.0
CXORF65,0.911237406354947,988.0,18984.0
SLC66A1L,0.9111857401188324,539.0,18534.0
TEX26,0.9111857401188324,35.0,18030.0
KRTAP2-1,0.9111340738827176,193.0,18187.0
KRTAP4-9,0.9110307414104882,132.0,18124.0
CCDC169,0.9110307414104882,152.0,18144.0
XKR5,0.9109274089382589,47.0,18037.0
TMEM159,0.9107207439938001,108.0,18094.0
TMEM202,0.9106690777576854,579.0,18564.0
MIR641,0.9106690777576854,1624.0,19609.0
PRR23B,0.910565745285456,532.0,18515.0
STMP1,0.9105140790493412,221.0,18203.0
SPATS1,0.9104624128132266,532.0,18513.0
IQCC,0.9104624128132266,46.0,18027.0
FAM185A,0.9104624128132266,381.0,18362.0
MIR326,0.9104107465771119,1608.0,19588.0
MIR520G,0.9103074141048825,1629.0,19607.0
OR11A1,0.9101524153965384,72.0,18047.0
CTAGE4,0.9098940842159648,787.0,18757.0
C5ORF58,0.9098940842159648,934.0,18904.0
C17ORF99,0.9097907517437355,331.0,18299.0
CTAGE8,0.9097390855076207,788.0,18755.0
INAFM1,0.9096357530353913,353.0,18318.0
MIR520B,0.9096357530353913,1627.0,19592.0
MIR523,0.9095840867992767,1705.0,19669.0
C4ORF17,0.9093774218548178,183.0,18143.0
MIR943,0.9093774218548178,1652.0,19612.0
C15ORF32,0.9092740893825885,731.0,18689.0
MIR224,0.9092740893825885,1649.0,19607.0
MIR448,0.9092224231464738,1632.0,19589.0
C3ORF84,0.9091707569103591,856.0,18812.0
UGT1A,0.9091707569103591,960.0,18916.0
MIR578,0.909015758202015,1695.0,19648.0
KRTAP12-2,0.9088607594936708,84.0,18034.0
PHF24,0.9088090932575562,261.0,18210.0
SPATA31D1,0.9087057607853268,608.0,18555.0
LYSMD1,0.9087057607853268,24.0,17971.0
SAMD15,0.9086540945492121,367.0,18313.0
LCE5A,0.9086540945492121,231.0,18177.0
MIR4746,0.9085507620769827,1764.0,19708.0
SMIM23,0.9085507620769827,57.0,18001.0
FAM216B,0.908499095840868,610.0,18553.0
ERVV-2,0.9084474296047533,155.0,18097.0
OR10AG1,0.9083440971325238,1084.0,19024.0
OR10P1,0.9082924308964092,626.0,18565.0
KRTAP9-7,0.9082924308964092,81.0,18020.0
C10ORF131,0.9082407646602945,12.0,17950.0
KRT26,0.9082407646602945,37.0,17975.0
KAAG1,0.9082407646602945,87.0,18025.0
CECR3,0.9081374321880651,1801.0,19737.0
FAM241B,0.9081374321880651,144.0,18080.0
OR5AR1,0.9081374321880651,270.0,18206.0
TGFBR3L,0.9079307672436063,477.0,18409.0
OR2S2,0.9078791010074916,580.0,18511.0
MIR34C,0.9077241022991475,1230.0,19158.0
ODF3L1,0.9076724360630328,412.0,18339.0
OR3A1,0.9076724360630328,444.0,18371.0
TMEM249,0.9076207698269181,74.0,18000.0
FDCSP,0.9074141048824593,38.0,17960.0
OR5AS1,0.9074141048824593,223.0,18145.0
OR2AJ1,0.9073624386463446,1056.0,18977.0
OR52I1,0.9073624386463446,571.0,18492.0
SMR3A,0.90731077241023,628.0,18548.0
OR14C36,0.9072591061741152,467.0,18386.0
OR52W1,0.9072074399380006,235.0,18153.0
SAMD13,0.9071557737018858,455.0,18372.0
MIR507,0.9070007749935417,1717.0,19631.0
OR1F1,0.906794110049083,217.0,18127.0
MT-TH,0.9066391113407388,138.0,18045.0
NUTM2G,0.9064841126323947,714.0,18618.0
C22ORF15,0.9062774476879359,170.0,18070.0
CFAP73,0.9062257814518212,43.0,17942.0
SAXO2,0.9060707827434772,137.0,18033.0
OR7A5,0.9060707827434772,326.0,18222.0
FAM231AP,0.9058641177990183,1582.0,19474.0
MIR127,0.9058124515629037,1118.0,19009.0
CC2D2B,0.9058124515629037,15.0,17906.0
OR1B1,0.9057607853267889,286.0,18176.0
MIR140,0.9057607853267889,1124.0,19014.0
KRTAP5-7,0.9057091190906742,215.0,18104.0
ERVK13-1,0.9056574528545596,1698.0,19586.0
OR10A6,0.9055541203823302,604.0,18490.0
MIR147B,0.9055024541462154,1765.0,19650.0
MIR518F,0.9055024541462154,1767.0,19652.0
PRAMEF10,0.9053474554378713,119.0,18001.0
NPIPB11,0.9052441229656419,845.0,18725.0
OR4F6,0.9048307930767243,485.0,18357.0
SVBP,0.9045982950142082,217.0,18084.5
MTRNR2L9,0.9043657969516921,555.0,18418.0
MIR142,0.9043657969516921,1246.0,19109.0
GOLGA6L4,0.9042107982433479,1200.0,19060.0
TMEM139,0.9041591320072333,306.0,18165.0
PRR20C,0.9040041332988892,718.0,18574.0
MIR1-1HG,0.9039524670627744,579.0,18434.0
MIR302D,0.9039008008266598,1753.0,19607.0
OR7A10,0.9038491345905451,292.0,18145.0
C9ORF153,0.9036424696460863,738.0,18587.0
MIR552,0.9035908034099716,1800.0,19648.0
FAM24B,0.9035391371738569,278.0,18125.0
CLPSL1,0.9034874709377422,381.0,18227.0
C6ORF163,0.9034358047016274,271.0,18116.0
KRTAP4-8,0.903332472229398,128.0,17971.0
KRTAP4-2,0.9032808059932834,103.0,17945.0
C2ORF66,0.903177473521054,674.0,18514.0
ZNF474,0.9030741410488246,397.0,18235.0
C2ORF15,0.9030224748127099,797.0,18634.0
MIR544A,0.902815809868251,1774.0,19607.0
GINM1,0.9027641436321364,12.0,17844.0
OR51G2,0.9027124773960217,299.0,18130.0
OOSP2,0.9026091449237923,153.0,17982.0
PRR33,0.9025574786876776,849.0,18677.0
SMIM5,0.9025574786876776,475.0,18303.0
OR56A4,0.9025574786876776,272.0,18100.0
MIR302C,0.9025058124515629,1782.0,19609.0
FAM183A,0.9024541462154482,961.0,18787.0
MIR584,0.9024541462154482,1822.0,19648.0
CFAP58,0.9023508137432188,41.0,17865.0
C9ORF92,0.9022991475071042,969.0,18792.0
MIR155,0.9022474812709894,258.0,18080.0
RPL23AP32,0.9022474812709894,1822.0,19644.0
OR5T1,0.9021958150348747,219.0,18040.0
MIR921,0.90214414879876,1824.0,19644.0
KRTAP4-3,0.9020408163265307,112.0,17930.0
HCG27,0.9019374838543012,486.0,18302.0
NBPF4,0.9019374838543012,705.0,18521.0
ARMH1,0.9019374838543012,439.0,18255.0
SPRR2B,0.9019374838543012,12.0,17828.0
KRTAP12-1,0.9018858176181865,61.0,17876.0
LCE3E,0.9018341513820718,54.0,17868.0
C3P1,0.9017308189098424,1926.0,19738.0
TMEM190,0.9016791526737277,170.0,17981.0
MT-TS1,0.9016791526737277,124.0,17935.0
OR6B2,0.901627486437613,554.0,18364.0
MIR875,0.901627486437613,1782.0,19592.0
TEX38,0.9015758202014983,713.0,18522.0
MIR34A,0.9011624903125808,1050.0,18851.0
NBPF6,0.901110824076466,838.0,18638.0
OR10G3,0.9010591578403513,356.0,18155.0
OR52E4,0.9010074916042367,170.0,17968.0
MIR337,0.9009558253681219,1791.0,19588.0
LCE2B,0.9009558253681219,46.0,17843.0
NAT16,0.9009041591320073,63.0,17859.0
KRTAP9-9,0.9007491604236632,133.0,17926.0
KRTAP10-11,0.9007491604236632,97.0,17890.0
NPIPB5,0.9006974941875484,489.0,18281.0
KRTAP10-3,0.9006458279514338,92.0,17883.0
C7ORF57,0.9004908292430897,192.0,17980.0
HSP90AA2P,0.9004391630069749,1109.0,18896.0
NUTM2F,0.9003358305347455,618.0,18403.0
OR10S1,0.9000258331180574,305.0,18084.0
MIR520E,0.8999741668819426,1831.0,19609.0
MS4A15,0.8998708344097133,92.0,17868.0
MIR302B,0.8998191681735985,1832.0,19607.0
PRR20D,0.8997675019374839,850.0,18624.0
OR56B4,0.8997158357013691,481.0,18254.0
OR4K17,0.8997158357013691,529.0,18302.0
PRR20A,0.8996641694652544,570.0,18342.0
C16ORF96,0.8996125032291398,314.0,18085.0
OR7G1,0.8996125032291398,488.0,18259.0
HTT-AS,0.8996125032291398,1941.0,19712.0
OR52E2,0.899560836993025,469.0,18239.0
TLCD2,0.8995091707569104,85.0,17854.0
OR8D2,0.8994575045207956,598.0,18366.0
MIR620,0.8993541720485663,1878.0,19644.0
OR14I1,0.8992508395763369,533.0,18297.0
CT62,0.8992508395763369,711.0,18475.0
ZNF705A,0.8991991733402221,323.0,18086.0
C6ORF52,0.8990958408679928,403.0,18164.0
KRTAP2-3,0.899044174631878,99.0,17859.0
MIR760,0.899044174631878,1878.0,19638.0
OR9Q1,0.898889175923534,637.0,18394.0
MIR299,0.8987858434513045,1852.0,19607.0
OR4D9,0.8987858434513045,316.0,18071.0
OR51A2,0.8987341772151899,713.0,18467.0
FAM217A,0.8986308447429605,435.0,18187.0
MT-TQ,0.8986050116249031,123.0,17874.5
MIR491,0.8985791785068458,1886.0,19637.0
MUC22,0.8984758460346164,830.0,18579.0
KRT38,0.8984241797985016,31.0,17779.0
MIR30A,0.8984241797985016,1844.0,19592.0
KRTAP11-1,0.8983208473262723,69.0,17815.0
TMEM253,0.8982175148540429,632.0,18376.0
MIR646,0.8982175148540429,1863.0,19607.0
CCDC160,0.8981658486179281,55.0,17798.0
CST9L,0.8981658486179281,395.0,18138.0
SNORA15,0.8981141823818135,1992.0,19734.0
FAM110D,0.8981141823818135,50.0,17792.0
DEPDC4,0.8980625161456988,43.0,17784.0
H2AP,0.8980108499095841,371.0,18111.0
OR5A2,0.8979591836734694,614.0,18353.0
OR4K13,0.89785585120124,636.0,18373.0
MIR518C,0.8978041849651253,1914.0,19650.0
MIR205,0.8977525187290106,680.0,18415.0
GAGE12D,0.8975458537845518,185.0,17916.0
GAGE12C,0.8974425213123224,186.0,17915.0
KRTAP26-1,0.8973908550762077,105.0,17833.0
RIPOR3,0.8973908550762077,95.0,17823.0
TMEM14EP,0.8972875226039783,477.0,18203.0
KRT88P,0.8972875226039783,1679.0,19405.0
C15ORF40,0.8971841901317489,106.0,17830.0
MIR150,0.8971325238956342,1358.0,19081.0
VSIG10L,0.8971325238956342,36.0,17759.0
OR2T33,0.8970808576595195,430.0,18152.0
CTAGE9,0.8969775251872901,765.0,18485.0
CROCC2,0.8969258589511754,748.0,18467.0
OR2T12,0.8968741927150607,610.0,18328.0
TMEM236,0.896822526478946,35.0,17752.0
RNASE9,0.8967708602428313,353.0,18069.0
OR2C3,0.8967191940067166,379.0,18094.0
MIR382,0.8967191940067166,1874.0,19589.0
MIR526B,0.8965125290622579,1934.0,19645.0
DEFB110,0.8965125290622579,801.0,18512.0
EFCAB12,0.8964608628261431,522.0,18232.0
FAM218A,0.8964091965900284,928.0,18637.0
OR6P1,0.8964091965900284,701.0,18410.0
LINC01587,0.8962541978816844,870.0,18576.0
C7ORF33,0.8962025316455696,789.0,18494.0
OR10G2,0.8960475329372255,383.0,18085.0
OR10V1,0.8959958667011109,1048.0,18749.0
KRTAP9-2,0.8959958667011109,190.0,17891.0
SLFNL1,0.8959442004649961,892.0,18592.0
PLEKHD1,0.8958408679927667,493.0,18191.0
C16ORF95,0.8958408679927667,81.0,17779.0
OR10A5,0.895789201756652,515.0,18212.0
CCDC149,0.8957375355205374,205.0,17901.0
KRTAP4-12,0.8956342030483079,101.0,17795.0
OR5AP2,0.8953758718677345,346.0,18035.0
OR2A7,0.8953242056316197,384.0,18072.0
OR8B8,0.895272539395505,339.0,18026.0
OR13H1,0.8952208731593904,101.0,17787.0
FAM187B,0.8951692069232756,72.0,17757.0
LCE4A,0.8951692069232756,582.0,18267.0
OR6X1,0.895117540687161,454.0,18138.0
CXORF21,0.8950658744510462,117.0,17800.0
MIR134,0.8950142082149315,1936.0,19618.0
MIR488,0.8948075432704727,1914.0,19592.0
FAM9C,0.8948075432704727,977.0,18655.0
CCDC105,0.894755877034358,205.0,17882.0
LCA5L,0.894755877034358,168.0,17845.0
FAM227A,0.8945492120898992,560.0,18233.0
C8ORF88,0.8944975458537846,485.0,18157.0
MIR96,0.8943425471454405,1285.0,18954.0
MIR9-1,0.8943425471454405,1766.0,19435.0
MIR581,0.8942908809093257,1992.0,19660.0
MIR135B,0.8942908809093257,1941.0,19609.0
ST2,0.8941875484370964,2038.0,19704.0
UQCRFS1P1,0.8941875484370964,1904.0,19570.0
MIR890,0.8941358822009816,1972.0,19637.0
KRTAP4-11,0.8938258847842935,123.0,17782.0
MT-TI,0.8938258847842935,1249.0,18908.0
OR3A3,0.8936708860759494,451.0,18107.0
MIR520C,0.8935158873676052,1939.0,19592.0
S100A7A,0.8935158873676052,182.0,17835.0
GAGE2E,0.8934642211314906,220.0,17872.0
TMEM62,0.8933608886592612,437.0,18087.0
MIR30C1,0.8933092224231465,1365.0,19014.0
OR5H6,0.8933092224231465,606.0,18255.0
KRTAP10-7,0.8932575561870317,769.0,18417.0
OR8A1,0.8931025574786877,197.0,17842.0
OR4K14,0.8929992250064582,524.0,18167.0
OR52A1,0.8928442262981142,718.0,18358.0
MIR17HG,0.8927925600619995,135.0,17774.0
MIR517A,0.8926375613536554,2033.0,19669.0
TMEM104,0.8925858951175407,228.0,17863.0
MIR636,0.892534228881426,2000.0,19634.0
MTRNR2L3,0.892534228881426,1574.0,19208.0
OR8K5,0.8924825626453113,481.0,18114.0
KRT39,0.8924308964091966,41.0,17673.0
C1QTNF8,0.8924308964091966,549.0,18181.0
MIR185,0.8921725652286231,1429.0,19056.0
ZNF878,0.8921725652286231,147.0,17774.0
FAM71E2,0.8921725652286231,602.0,18229.0
OR13F1,0.8921725652286231,1093.0,18720.0
OR5L1,0.8921208989925083,642.0,18268.0
NBPF3,0.892017566520279,129.0,17753.0
TSGA10IP,0.892017566520279,687.0,18311.0
GNAS-AS1,0.8919142340480496,1194.0,18816.0
CDRT4,0.8919142340480496,677.0,18299.0
MIR657,0.8917592353397055,1887.0,19506.0
PRR32,0.8917592353397055,170.0,17789.0
CCDC189,0.8916559028674761,105.0,17722.0
OR10D3,0.8916559028674761,1322.0,18939.0
SPATA31A5,0.8915525703952467,1278.0,18893.0
OR10T2,0.8915525703952467,318.0,17933.0
OR1A1,0.891500904159132,378.0,17992.0
OR4K15,0.8913975716869026,513.0,18125.0
PPP1R36,0.8911909067424438,530.0,18138.0
ZSWIM9,0.8911392405063291,480.0,18087.0
POTEKP,0.8910875742702145,1462.0,19068.0
C14ORF180,0.8908809093257556,369.0,17971.0
OR51Q1,0.8907259106174116,274.0,17873.0
SPATA6L,0.8906225781451821,463.0,18060.0
KRTAP10-9,0.8906225781451821,87.0,17684.0
KRTAP5-10,0.8905709119090675,171.0,17767.0
OR2L3,0.8905192456729527,824.0,18419.0
C4ORF19,0.890312580728494,24.0,17615.0
OR8K1,0.890312580728494,821.0,18412.0
ZNF527,0.890312580728494,82.0,17673.0
OR2Z1,0.890312580728494,981.0,18572.0
GAGE12E,0.8902609144923792,1096.0,18686.0
PPP1R2B,0.8902092482562646,1619.0,19208.0
C10ORF67,0.8902092482562646,568.0,18157.0
PRR9,0.8901575820201498,32.0,17620.0
OR2W1,0.8901575820201498,436.0,18024.0
SNURF,0.8900025833118057,168.0,17753.0
SLC25A53,0.8898475846034616,668.0,18250.0
GFY,0.8898475846034616,409.0,17991.0
SMIM2,0.889795918367347,776.0,18357.0
MIR642A,0.889795918367347,2071.0,19652.0
MIR876,0.8895892534228882,2015.0,19592.0
CMC1,0.8895375871867734,1.0,17577.0
HRCT1,0.8894859209506587,360.0,17935.0
KRTAP10-8,0.8894342547145441,74.0,17648.0
TEX45,0.8891759235339706,714.0,18283.0
MIR643,0.8891242572978558,2070.0,19638.0
MIR484,0.8891242572978558,2082.0,19650.0
C5ORF64,0.8890209248256264,519.0,18085.0
PROSER1,0.8889692585895117,188.0,17753.0
TAS2R31,0.8889175923533971,543.0,18107.0
UBE2Q2L,0.8888659261172823,573.0,18136.0
PINLYP,0.8885559287005942,352.0,17909.0
EOLA2,0.8885042624644794,1044.0,18600.0
OR1M1,0.8884525962283648,291.0,17846.0
SCARNA8,0.8884009299922501,2163.0,19717.0
OR51F1,0.8884009299922501,396.0,17950.0
WASH4P,0.8881425988116766,233.0,17782.0
MIR33A,0.8881425988116766,1497.0,19046.0
CCDC159,0.8880392663394472,241.0,17788.0
FBXO48,0.8878326013949884,280.0,17823.0
LCE3A,0.8878326013949884,135.0,17678.0
C12ORF42,0.8878326013949884,947.0,18490.0
OR52I2,0.8877292689227589,730.0,18271.0
DEFB128,0.8876259364505296,1175.0,18714.0
MIR99B,0.8876259364505296,2109.0,19648.0
OR5W2,0.8875742702144149,244.0,17782.0
OR52N4,0.8875742702144149,559.0,18097.0
MIR519D,0.8874709377421854,2071.0,19607.0
ZNF571,0.8874709377421854,154.0,17690.0
OR4D6,0.8874192715060708,433.0,17968.0
OR10G9,0.8873676052699561,859.0,18393.0
PRSS40A,0.8872642727977267,360.0,17892.0
ERICH6B,0.8872126065616119,35.0,17566.0
C16ORF54,0.8872126065616119,405.0,17936.0
LY6L,0.8869542753810384,1296.0,18822.0
OR5D14,0.8869026091449238,1086.0,18611.0
PCCA-AS1,0.8869026091449238,2213.0,19738.0
OR1I1,0.8868509429088091,262.0,17786.0
MIR603,0.8867476104365797,2087.0,19609.0
C12ORF43,0.8866442779643503,263.0,17783.0
PRAC2,0.8866442779643503,928.0,18448.0
OR13D1,0.8865926117282356,602.0,18121.0
C3ORF56,0.8863342805476621,1212.0,18726.0
GUCD1,0.8862826143115474,175.0,17688.0
KRTAP10-1,0.8862826143115474,67.0,17580.0
FAM9A,0.8862309480754327,414.0,17926.0
OR51V1,0.8862309480754327,769.0,18281.0
MIR139,0.8862309480754327,1372.0,18884.0
TMEM266,0.8859726168948592,144.0,17651.0
BNIP3P6,0.8859209506587445,2226.0,19732.0
ARHGAP26-AS1,0.8858176181865152,2232.0,19736.0
HCCAT5,0.8857659519504004,2233.0,19736.0
ZMYND12,0.8857659519504004,456.0,17959.0
FAM228B,0.8857659519504004,490.0,17993.0
CT47A2,0.885662619478171,1188.0,18689.0
CT47A10,0.885662619478171,1189.0,18690.0
OR6Y1,0.8855592870059417,430.0,17929.0
DSCAM-AS1,0.8855592870059417,2235.0,19734.0
CT47A8,0.8855592870059417,1191.0,18690.0
SCARNA13,0.8855592870059417,2196.0,19695.0
CT47A7,0.8855076207698269,1184.0,18682.0
CT47A11,0.8855076207698269,1194.0,18692.0
CT47A9,0.8854042882975975,1190.0,18686.0
ZNF230,0.8854042882975975,189.0,17685.0
USP17L13,0.8853526220614828,1195.0,18690.0
CT47A4,0.8853526220614828,1192.0,18687.0
CT47A3,0.8853526220614828,1193.0,18688.0
PRSS46P,0.8853009558253682,404.0,17898.0
OR5K3,0.8853009558253682,565.0,18059.0
KRTAP5-8,0.8851976233531387,197.0,17689.0
CATSPERD,0.885145957117024,154.0,17645.0
LINC01554,0.8850942908809093,2098.0,19588.0
PPDPFL,0.8850426246447947,507.0,17996.0
CT47A6,0.8849909584086799,1187.0,18675.0
OR56A3,0.8848876259364505,967.0,18453.0
MIR3922,0.8847842934642212,2234.0,19718.0
CT47A1,0.8847326272281064,1185.0,18668.0
SIGLECL1,0.8846809609919918,1945.0,19427.0
CCDC70,0.8846809609919918,354.0,17836.0
GDI2P1,0.8844742960475329,2234.0,19712.0
OR5K2,0.8844742960475329,719.0,18197.0
MIR146B,0.8844742960475329,2129.0,19607.0
DEFB118,0.8844742960475329,757.0,18235.0
SHLD2,0.8843709635753035,95.0,17571.0
ZNF879,0.8843709635753035,30.0,17506.0
C12ORF73,0.8842676311030742,310.0,17784.0
CCDC83,0.8842676311030742,100.0,17574.0
C19ORF18,0.8842159648669594,1170.0,18643.0
FAM169B,0.8842159648669594,783.0,18256.0
MIR634,0.8842159648669594,2164.0,19637.0
CT47A12,0.8840609661586153,1186.0,18656.0
OR10X1,0.8840092999225007,647.0,18116.0
C19ORF81,0.8839576336863859,1197.0,18665.0
OR6K3,0.8839059674502713,429.0,17896.0
ZNF735,0.8838543012141565,287.0,17753.0
MILR1,0.8837509687419272,278.0,17742.0
KRTAP8-1,0.8837509687419272,63.0,17527.0
C16ORF92,0.8836993025058124,515.0,17978.0
MIR380,0.8836993025058124,2123.0,19586.0
MIRLET7BHG,0.883595970033583,2148.0,19609.0
OR4D11,0.8835443037974684,783.0,18243.0
SHFL,0.8834926375613537,87.0,17546.0
FAM47C,0.8832859726168949,730.0,18185.0
MIR99A,0.8831826401446654,2195.0,19648.0
CCDC74A,0.8831826401446654,640.0,18093.0
OR11H1,0.882924308964092,790.0,18238.0
OR6N1,0.8828726427279773,992.0,18439.0
C15ORF39,0.8828209764918625,66.0,17512.0
OR13J1,0.8826143115474038,837.0,18279.0
OR56A1,0.882562645311289,668.0,18109.0
OR5D16,0.882562645311289,1389.0,18830.0
EGOT,0.8825109790751744,2278.0,19718.0
OR1E1,0.882407646602945,578.0,18016.0
KRT82,0.8822526478946009,38.0,17473.0
OR5K4,0.8822526478946009,847.0,18282.0
MIR582,0.8822009816584861,2173.0,19607.0
MTRNR2L5,0.8821493154223715,306.0,17739.0
MIR770,0.8820976491862568,2157.0,19589.0
METTL24,0.882045982950142,360.0,17791.0
MAGEB17,0.8819943167140274,511.0,17941.0
LINC02693,0.8819426504779126,1006.0,18435.0
EZHIP,0.8819426504779126,600.0,18029.0
BIVM,0.881890984241798,123.0,17551.0
APOBEC3H,0.881890984241798,255.0,17683.0
GLYATL3,0.881890984241798,651.0,18079.0
OR10H1,0.8817876517695686,1058.0,18484.0
TEX47,0.8817876517695686,355.0,17781.0
